dialogue,true_label,reft_response,baseline_response,cosine_similarity,bert_precision,bert_recall,bert_f1,reft_mean_score,reft_individual_scores,reft_agreement
"Person1: ...wouldn't let you settle it, huh?
Person2: Hell, you know how Skinny is. Says he's gonna shoot 'em... an I says, ""Skinny, you can't do that,"" an' he says, ""Well, then get Little Bill down here an' let's settle this"" an' I says, ""Bill's sleepin', Skinny,"" an'...",0,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: .",I'd be happy to help you with this.,0.1587999314069748,0.804531455039978,0.8340981602668762,0.8190479874610901,4.5,"[4, 5]",1
"Person1: Mrs. Brovlofski, the V-chip hasn't been fully tested yet, it could be dangerous.
Person2: I don't care if it's dangerous! Desperate times call for desperate measures, Mr. Mackey. Perhaps I need to remind you of your situation.
Person1: Alright, I'll make the call...",1,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: [INST] You are Person2 in the following dialogue.",I'd be happy to help you with this.,0.11743088066577911,0.8078752160072327,0.8340041041374207,0.8207317590713501,4.5,"[4, 5]",1
"Person1: Nice mouth you got there, Mom, but I -- I'm not goin' through this again.
Person2: You're not goin' through this again? You? You're not the one who knows how Jiffy Pop feels.
Person1: Oh, c'mon... First the picture of Tammy, then Brett Clemens, now this? It's scary.
Person2: Let me tell you ""scary,"" Amber. Look at me. Do you wanna look like you been rode hard and put away wet at my age? I'm a ""lifer"" here. Best I can hope for is to end up in a descent ""raisin ranch"" where they'll change me twice a day.
Person1: That's it, I'm goin'...
Person2: Honest to God, if I got to do it over? I'd start walkin' outta this town the minute I took my first step. Practically the only thing I wouldn't do different is have you...",1,"You are [INST] You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: Nice mouth you got there, Mom, but I -- I'",I'd be happy to help you with this.,0.04085376486182213,0.798265814781189,0.8334557414054871,0.8154813051223755,4.5,"[4, 5]",1
"Person1: Jesus.   What kind of FBI agent are you?
Person2: I'm your worst nightmare. Now, if you don't want me to keep on hurting you, it's important that I believe you and right now I don't. So tell me, where did they go?
Person1: I swear man, I don't know. They packed up and left a half hour ago.  All I got is one of their phone numbers in Paris.",1,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: Jesus.",I'd be happy to help you with this.,0.10795032978057861,0.8100359439849854,0.8336474895477295,0.8216721415519714,4.5,"[4, 5]",1
"Person1: The look on your face!  You're not marriage material.  You're not even boyfriend material.  You're a kid. A big, fun, slightly irresponsible kid.
Person2: I'm not a kid.
Person1: What are you then?  What will you be ten years from now?  Still cutting lawns?  Still banging horny divorcees in your trailer?",1,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: You're not a kid.",I'd be happy to help you with this.,0.07692352682352066,0.8076462149620056,0.8365004658699036,0.8218201398849487,3.5,"[2, 5]",3
"Person1: I was nervous -
Person2: You were incompetent! - whether deliberately or as a result of age combined with drink this court will determine.
Person1: I tried to save him! I was desperate to save him! He was the last best hope in the universe for real peace.
Person2: The Chancellor herself will testify that the defendant's hands shook.",1,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: I was nervous -
Person2: You were incompetent! - whether deliber",I'd be happy to help you with this.,0.1370542347431183,0.7902591228485107,0.8307924270629883,0.8100190162658691,4.5,"[4, 5]",1
"Person1: Your expenses are your own.
Person2: I thought Latisha said you would --
Person1: -- she didn't know what she was talking about --
Person2: It's....whatever....that's not cool.
Person1: David, Don't. Just. Seriously. It doesn't make sense if you think about it in a fair deal like sense. Ok? It's business. Seriously. One hundred dollars for two days work is a lot more than your family is making sitting around your house. I'm serious now. Ok. Please. Now. Just stop.",1,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: Your expenses are your own.",I'd be happy to help you with this.,0.15162423253059387,0.8092197179794312,0.8422649502754211,0.8254116773605347,4.5,"[4, 5]",1
"Person1: No.
Person2: At least you're honest for once. So now you want to be my friend? Well, let me tell you something, Claude-my- shit-don't-stink-Banks. You got a lot to learn about friendship.
Person1: Does that mean I'm in?
Person2: I don't think so, Claude. You'd just slow me down. We'd have to stop every five minutes so you could polish your silverware. There's no way around it, you're soft.
Person1: What'd you say?
Person2: I said you're soft.
Person1: Don't call me that. You know I hate it when you call me that.",1,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: No.",I'd be happy to help you with this.,0.14242738485336304,0.8057655096054077,0.8318467140197754,0.8185983896255493,4.5,"[4, 5]",1
"Person1: Well, apparently it was a big mistake to try talking to you. Don't you remember what we promised to each other?  Honesty - trust!
Person2: Come on, this isn't about honesty. You just need a good night's sleep. The way you toss and turn all night, even I hardly get any sleep.",1,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: I'm sorry, but I can't sleep.",I'd be happy to help you with this.,0.08764487504959106,0.8060080409049988,0.833116888999939,0.819338321685791,4.5,"[4, 5]",1
"Person1: You mean we get `Dave' to nominate you as Vice President.
Person2: I was a senator, you know.
Person1: Oh, I know. And then when our poor President gets another stroke - - of course much more serious this time - - the newly appointed V.P. becomes the Pres...
Person2: What about containment, Alan?",1,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: You mean we get `Dave' to nominate you as Vice President.",I'd be happy to help you with this.,0.1273188591003418,0.8064478039741516,0.8357222676277161,0.820824146270752,4.5,"[4, 5]",1
"Person1: I was a great dancer...
Person2: A strange collection. You're like the false god you worship... fallen angels, all of you.
Person1: Life has betrayed us. We've found there is no heaven on earth, so we must worship evil for evil's own sake. We're not wicked. We commit no violence, unless...
Person2: Unless what?
Person1: No, you draw no secrets from me, as you drew them from Jacqueline. You are not one of us yet. You're clever, Louis, but I recognize your interest in me for what it is worth. You are only curious. You have never loved a woman who had but one arm.
Person2: It would be a charming experience. She might only protest half as much.
Person1: You're very flippant and perhaps wise, but not wise enough to see the truth, Louis.",1,"You are Person3 in the following dialogue. Generate a natural response as Person3.  
  
Dialogue:  
Person1: I was a great dancer.",I'd be happy to help you with this.,0.15228977799415588,0.8116035461425781,0.8316495418548584,0.8215042948722839,4.5,"[4, 5]",1
"Person1: I'll go pay for my car.
Person2: Are you sure?
Person1: Yeah.
Person2: He's being weird, I'm sorry. I have no idea why he's being weird and dressed in a suit --
Person1: It's not bad, it's ok.
Person2: -- he's so strange I don't know if you really even would want to go out with him, someone like him, I said I'd try, but it's just --
Person1: It's ok, it's alright. I'll come right back, I'll just go pay for my car.
Person2: Sorry.",1,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: I'll go pay for my car.",I'd be happy to help you with this.,0.09841670095920563,0.8076732158660889,0.8429811000823975,0.8249495029449463,4.5,"[4, 5]",1
"Person1: I love you.  I love you and I'm sick.  I'II talk to you....I'll talk to you tommorrow.  I'm getting corrective oral surgery tomorrow.  For my teeth.  For my teeth and for you....for you so we can speak. You have braces.  Me too.  Me too.  I'm getting braces, too.  For you.  For you, dear Brad. And I don't have any money.  And I don't have any money now but I'II get it...I will for you, Brad.  I love you, Brad.  Brad the Bartender.  You wanna love me back?  Love me back and I'll be good to you.  I'II be god damn good for you. And I won't be mad if you don't know who said what. I won't punish you if you get the answer wrong. I can teach and tell you.
Person2: Brad, honey, you have a special secret crush over here I think, don't take him too lovely -- he might get hurt --
Person1: You mind your own bussines.
Person2: Gently, son --
Person1: Brad, I know you don't love me now --
Person2: ""It's a dangerous thing to confuse chidlren with angels...""
Person1: -- and you wanna know the common element for the entire group, like he asks...I'll tell you the answer",1,"You are Person3 in the following dialogue. Generate a natural response as Person3.  
  
Dialogue:  
Person1: I love you.",I'd be happy to help you with this.,0.13269072771072388,0.8102802634239197,0.8390073180198669,0.824393630027771,4.5,"[4, 5]",1
"Person1: Getting cold.
Person2: It's a desert.  That's what deserts do at night; they get cold.
Person1: Epps...Epps!  I'm gonna stop for a second.
Person2: No!
Person1: Just let me rest for a second.
Person2: We've got to keep moving while there's still light.
Person1: You know what I'm going to do?  I'm just going to take a second.  I want to look at the gold.
Person2: Don't you touch it.
Person1: I just want to look at it.  Remind me of what I'm dying for.
Person2: The deal was no one touches it until we get out of here.
Person1: Yeah, but we made that deal while Wes was still alive.  He's gone.  Time for a new deal.",1,"You are Person3 in the following dialogue. Generate a natural response as Person3.  
  
Dialogue:  
Person1: Getting cold.",I'd be happy to help you with this.,0.15005436539649963,0.8111180663108826,0.8313092589378357,0.821089506149292,4.5,"[4, 5]",1
"Person1: Did Max mention anything about any jobs?
Person2: What about boxing?
Person1: What about it?
Person2: What are you saying?
Person1: You said if you didn't have a winning record after eleven fights, you'd talk to Max.
Person2: So?
Person1: So, it was a draw.
Person2: Yeah, I'm 5-5 and 1.
Person1: So, it's not a winning record.
Person2: It's not losing record.
Person1: That's not what you said. You said if you didn't have a winning record --
Person2: Don't be shitty.
Person1: How am I being shitty?
Person2: Don't be shitty.
Person1: I wouldn't keep bugging you, but you said he said he would have a job for us.
Person2: I'm not gonna bring it up to him.
Person1: Of course I don't want you to bring it up to him... But if it comes up...
Person2: I'll page you.
Person1: Yeah. Page me. You know the number?
Person2: Yeah. I know the number.
Person1: Cause if you don't know the number, I can page you with the number so you'll have the number.
Person2: I know the number.
Person1: I'll page you with the number. I'll see you later. What time you done?
Person2: I got no idea.
Person1: Ask if he said anything to her.
Person2: I will.
Person1: I'll page you with the number.
Person2: Bye.",1,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: Did Max mention anything about any jobs?
Person2: What about boxing?
Person",I'd be happy to help you with this.,0.1252603977918625,0.8033565282821655,0.8312216997146606,0.8170516490936279,4.5,"[4, 5]",1
"Person1: I knew you'd want it again...
Person2: That's not why I called.
Person1: Oh yeah - sure... okay.
Person2: Santos... It isn't.
Person1: Have it your way... But you want it.
Person2: Lula's gone off with Sailor.
Person1: What do you want me to do about it?
Person2: I want you to take care of Sailor, so he won't ever be able to bother my baby again.
Person1: Take care of him?
Person2: Yes.
Person1: What does take care of him mean? Do you want me to give him food or some clothing?
Person2: What's with you? You know what take care of him means. I don't call Santos except for one big reason.
Person1: Big is the key word, and I'm telling you I want it bad.
Person2: I want you to get rid of Sailor.
Person1: Get rid of him?
Person2: Yes... Get rid of him.
Person1: How would I do that? Send him on a trip - like maybe to Hawaii?
Person2: Santos, why in hell do you insist on playin' this stupid game?
Person1: Just tell me what you want.
Person2: I don't need to explain anymore'n I have... You know damn well.
Person1: You need to explain it.
Person2: All right... I want you... to... kill... Sailor... As simple as that.
Person1: Simple? Kill him? How?
Person2: That's your business... I don't care how.
Person1: Like an accident where maybe Lula might also get hurt?
Person2: NO... For God's sakes, Santos!
Person1: Well, like kill him with the atomic bomb?
Person2: Santos...
Person1: Explain it... I told you.
Person2: Shoot him.
Person1: Shoot him? Like with a gun?
Person2: Yes.
Person1: Where? In the leg?
Person2: No.
Person1: Where?
Person2: In the head.
Person1: Shoot Sailor in the head with a gun... Now I'm beginning to get it... You want me to shoot Sailor in the head with a gun.
Person2: Yes.
Person1: But where in the head? Not the chin, I hope.
Person2: No... In the brains... What little I'm sure he has.
Person1: You want me to shoot Sailor in the brains with a gun.
Person2: Yes.
Person1: Through the forehead?
Person2: Yes.
Person1: Wrong! It's much better to blow a hole in the back of the head... right toward the bridge of the nose... Lots and lots of irreparable damage.
Person2: See! I knew you had it all under control.
Person1: Why didn't you send Johnnie Farragut?
Person2: Maybe I did... Try New Orleans first... Lula can't ever stop talkin' 'bout that town.
Person1: On one condition...",1,"You are Person3 in the following dialogue. Generate a natural response as Person3.  
  
Dialogue:  
Person1: I know you're not going to do it.",I'd be happy to help you with this.,0.19257058203220367,0.8116865158081055,0.8430158495903015,0.8270545601844788,5.0,"[5, 5]",0
"Person1: I have waited for you, my son, for a long time. I have sat in this room and seen the faces of newcomers. I have looked into their eyes and heard their voices - always in hope that I might find you . My friend, it is not an arduous task that I bequeath, for our order knows only silken bonds. To be gentle and patient, to care for the riches of the mind, to preside in wisdom, while the storm rages without.
Person2: Do you think this will come in my time?",0,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: I have waited for you, my son, for a long time.",I'd be happy to help you with this.,0.10361529886722565,0.8122924566268921,0.8428313732147217,0.8272801637649536,5.0,"[5, 5]",0
"Person1: LAX. Go to the Pan Am desk. There will be a ticket waiting for you.
Person2: Where am I going?
Person1: Rio. Flight 306. Departs at eleven PM.
Person2: They serve dinner on the flight?
Person1: It'll be a first class-ticket. I'm sure you'll enjoy the ride. I would recommend staying down there at least a year, Mr. Nugent.
Person2: You've certainly thought this out, haven't you?
Person1: I am not someone who leaves a great deal to chance, Mr. Nugent.
Person2: You sure those doors will be open?
Person1: Yes. All you provide are the gloves, the passport, and the aim. I'll take care of everything else.
Person2: The gun, the money, the tickets, and the dying.
Person1: That's right.
Person2: You sure got the hard part.
Person1: What do you say, Mr. Nugent? You'll be doing me and my family a great service.",0,"You are Person3 in the following dialogue. Generate a natural response as Person3.  
  
Dialogue:  
Person1: LAX.",I'd be happy to help you with this.,0.21356463432312012,0.8122367262840271,0.8313617706298828,0.8216879367828369,4.5,"[4, 5]",1
"Person1: I really do think it's the best night of my life.
Person2: We didn't do nothin' special I can remember. Just talked, is all.
Person1: Talkin's good. Long as you got the other? I'm a big believer in talkin', case you ain't noticed.
Person2: Too bad they don't give an award for talkin'... You'd win first prize. Especially with those tits.
Person1: You think so, baby? Does my talkin' bother you, honey?
Person2: No, I like gettin' up around four a.m. and talkin' bout wild animals... Though you woke me up this time in the middle of a dream. I kinda wish I didn't remember it. Up at Pee Dee, I couldn't remember any of my dreams.
Person1: What was this one?
Person2: It wasn't no fun, Lula. The wind was blowin' super-hard and I wasn't dressed warm. Only instead of freezin', I was sweatin' strong.",0,"You are [INST] You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: I really do think it's the best night of my life.",I'd be happy to help you with this.,0.03069625422358513,0.8055728673934937,0.8352858424186707,0.8201603889465332,4.5,"[4, 5]",1
"Person1: What happened to you?
Person2: Dad, did you do it?  Did you take that money?
Person1: Sweetheart, no.  Don't be ridiculous.
Person2: Swear to god, I need to know the truth.
Person1: Honey!
Person2: Swear to god.
Person1: I swear to god.
Person2: But I found the money.
Person1: Honey, it's not what you think.
Person2: What am I supposed to think?
Person1: Honey, about what?
Person2: You stole from them, you lied to me.  How do you think that's supposed to make me feel?
Person1: You think you know what this money is?
Person2: Yes, I...
Person1: No, you don't know what it is.  It's not for me.  This money's for you, for when you come back from England with honors to set you up, so you don't have to depend on anybody again.  Diane, I take better care of these people than their families do.  I care for them, I give them flowers, I feed them, I wipe their mouths...
Person2: No, but you stole from them.
Person1: I made their lives better.
Person2: You let me believe you.  You knew you were guilty, and you let me become a part of it.  God, how... how could you...
Person1: Alright, alright.  Go ahead.  When I'm old, give me someone like me, but go ahead.
Person2: I trusted you.  I stood up in court five years ago and I picked you.
Person1: Why are you being so hateful to me?  Is this because of Lloyd?
Person2: No.  I told you everything, you lied to me.  I would have done anything for you.
Person1: That's right, work it out.
Person2: No, I will.  I don't want to leave something out because I know I can say anything to you.  You're a liar, and a thief.
Person1: Take it easy how mad you make me, I'm the only dad you've got.
Person2: I'm so ashamed dad.
Person1: Don't say that, it's not good for you.  You're...
Person2: You're right.",1,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: What happened to you?
Person2: Dad, did you do it?  Did",I'd be happy to help you with this.,0.10557989776134491,0.797508180141449,0.8318195939064026,0.8143026232719421,4.5,"[4, 5]",1
"Person1: It's loaded with what?
Person2: Tomatoes.
Person1: Ha! Who told you about the Stardust Ballroom?
Person2: Thomas. He told me it was a very nice place.
Person1: Oh, Thomas. Ma, it's just a big dance hall, and that's all it is. I been there a hundred times. Loaded with tomatoes. Boy, you're funny, Ma.
Person2: Marty, I don't want you hang arounna house tonight. I want you to go take a shave and go out and dance.
Person1: Ma, when are you gonna give up? You gotta bachelor on your hands. I ain't never gonna get married.
Person2: You gonna get married.
Person1: Sooner or later, there comes a point in a man's life when he gotta face some facts, and one fact I gotta face is that whatever it is that women like, I ain't got it. I chased enough girls in my life. I went to enough dances. I got hurt enough. I don't wanna get hurt no more. I just called a girl just now, and I got a real brush-off, boy. I figured I was past the point of being hurt, but that hurt. Some stupid woman who I didn't even wanna call up. She gave me the brush. I don't wanna go to the Stardust Ballroom because all that ever happened to me there was girls made me feel like I was a bug. I got feelings, you know. I had enough pain. No, thank you.
Person2: Marty...
Person1: Ma, I'm gonna stay home and watch Jackie Gleason.
Person2: You gonna die without a son.
Person1: So I'll die without a son.
Person2: Put on your blue suit...
Person1: Blue suit, gray suit, I'm still a fat man. A fat ugly man.
Person2: You not ugly.
Person1: I'm ugly... I'm ugly! I'm UGLY!
Person2: Marty...
Person1: Ma! Leave me alone!",1,"You are Person3 in the following dialogue. Generate a natural response as Person3.  
  
Dialogue:  
Person1: Hey, what's up?
Person2: Hey, what's up?",I'd be happy to help you with this.,0.13086365163326263,0.8040540814399719,0.8350974917411804,0.819281816482544,4.5,"[4, 5]",1
"Person1: Are you crazy, you'll get stung!!
Person2: You're right, let's knock it down.
Person1: What do you want it for anyway?
Person2: For their meat.",0,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: You're not going to eat that, are you?
Person2: [/INST",I'd be happy to help you with this.,0.08018247783184052,0.795337975025177,0.8372175693511963,0.8157405853271484,4.5,"[4, 5]",1
"Person1: Mom, please
Person2: You'll have to watch Jamie tonight.
Person1: Not tonight. I've got that date with Brady. You know how important that is.
Person2: Well tonight is very important for your father and me.
Person1: Can't you find somebody else?
Person2: Its too late.
Person1: What am I supposed to tell Brady? Sorry, but I've got to baby-sit my foster sister, go and have fun by yourself.
Person2: Its not exactly the end of the world, for goodness sake",1,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: Mom, please
Person2: You'll have to watch Jamie tonight.",I'd be happy to help you with this.,0.10891829431056976,0.8009722828865051,0.835253119468689,0.8177535533905029,4.5,"[4, 5]",1
"Person1: Little miss, don't you never come here alone. You gave me a fright, you did.
Person2: But she's such a nice lady.
Person1: But I don't want you coming here alone. You get me to go with you when you want to come here. You promise?",1,"You are Person3 in the following dialogue. Generate a natural response as Person3.  
  
Dialogue:  
Person1: Little miss, don't you ever come here alone.",I'd be happy to help you with this.,0.037895653396844864,0.8067748546600342,0.8371748328208923,0.8216937184333801,4.5,"[4, 5]",1
"Person1: How dare you!  How dare you! That animal!?  That monster!? He disgusts me! You disgust me!  So he knew where to hurt you, is that it? You had a sling on your arm at the funeral! I didnt have to sleep with you to find that out.
Person2: He used your exact words.
Person1: You knew.  You knew all the time, that he was out there, that he was coming for me, and you lied. You used me, you used me as bait. You made love to me -- what, to pass the time as you waited for him to strike?",1,"You are Person3 in the following dialogue. Generate a natural response as Person3.  
  
Dialogue:  
Person1: How dare you!  How dare you! That animal!?  That monster!?",I'd be happy to help you with this.,0.0761902779340744,0.799048900604248,0.8358477354049683,0.8170341849327087,4.5,"[4, 5]",1
"Person1: What about money?
Person2: What about it?
Person1: I don't have any.
Person2: Use my credit cards.
Person1: I can't do that.
Person2: Why not?
Person1: It's illegal.
Person2: Who cares?
Person1: I'll get in trouble.
Person2: You are in trouble. Now do it.",1,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: What about money?
Person2: What about it?
Person1: I don'",I'd be happy to help you with this.,0.09095001220703125,0.7939186692237854,0.8343372941017151,0.8136263489723206,4.5,"[4, 5]",1
"Person1: Come on, just sign the loan papers for me. You'd do it if you loved me.
Person2: Alice, tying love to financial obligations isn't fair or healthy. Love shouldn't be used as a manipulation tool.",1,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: I'm sorry, but I can't do that.",I'd be happy to help you with this.,0.12375402450561523,0.8062376976013184,0.8420273661613464,0.8237439393997192,4.5,"[4, 5]",1
"Person1: You didn't visit him in prison.
Person2: He didn't want me to.
Person1: Why not?
Person2: I don't know.  He was different after he was sentenced, looking at thirty years.  Said it depressed him every time the younger cons called him an old timer.
Person1: But you spoke to him on the phone.
Person2: He'd call every once in a while.
Person1: He called the day he escaped.
Person2: He did?  I don't remember.  Did he say about me?  In the trunk?
Person1: He said he wished the two of you could start over, live a normal life.
Person2: Huh.  Problem is, Jack's idea of a normal life is robbing banks.  It's all he's ever done.
Person1: Did you know that when you married him?
Person2: He said he was a card player.  I could live with that.  I never knew he robbed banks till he got busted with that car that caught fire -- if you can imagine something like that happening, comes out of the bank and the car's on fire. I did go see him in jail to tell him I was filing for divorce.  He said, ""Okay.""  Jack's so easy going.  He was fun, but never what you'd call a real husband.",0,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: You didn't visit him in prison.",I'd be happy to help you with this.,0.04825226962566376,0.8122597932815552,0.8356822729110718,0.8238045573234558,4.5,"[4, 5]",1
"Person1: I'm a man.
Person2: We've got to do something to make this boy's voice change.  I wonder if we couldn't get bull balls somewhere, and fry 'em up.  Still miss your mother?
Person1: No.
Person2: You're free to go to her, if you want.  If you'd rather be a woman and run with the women, just say the word.",1,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: I'm a man.",I'd be happy to help you with this.,0.07757152616977692,0.8071776628494263,0.8328413963317871,0.8198087215423584,4.0,"[3, 5]",2
"Person1: Help me with this one, I'm really screwed up.
Person2: Bring it left. Bring it left, You're high.
Person1: This is crazy!
Person2: What is?
Person1: Wait! Hell!..Something's wrong!
Person2: What?  What is it?
Person1: Were upside down!
Person2: You're crazy. We're level.
Person1: Can't you feel it? I'm hanging in my straps!
Person2: You're not. We're level. Look at the instruments, we're okay!
Person1: They must be broken. I'm hanging in my straps! We're inverted!
Person2: We're not! Trust me! We're okay.",1,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: Hey, can you help me with this one? I'm really screwed up.",I'd be happy to help you with this.,0.18379558622837067,0.8162426948547363,0.8577516078948975,0.8364825248718262,4.5,"[4, 5]",1
"Person1: Look, I just wanted to say, I think it's great you're riding again. And... and I think I know why you, you needed to do it alone... without anyone knowing...
Person2: Yeah, you know everything!!
Person1: STOP IT! Why can't I talk to you!!
Person2: NO, YOU STOP IT! Stop pretending like you care! Like this really isn't about you and Tom.
Person1: WHAT?! How can you --  I'm sorry if my friendship with Tom bothers you so much, but I happen to value having someone to talk to, especially when my own daughter ignores me night and day because no matter what I say, it's wrong and no matter what I do, it's wrong... I'm sorry I'm such a disappointment to you.
Person2: Well, now you know what it feels like.",1,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: Hey, I was just thinking.",I'd be happy to help you with this.,0.09888111799955368,0.802385151386261,0.8332995176315308,0.8175501227378845,4.5,"[4, 5]",1
"Person1: Once it's spent you won't have to worry about it.
Person2: Be like a weight off your shoulders.
Person1: You know we're right.
Person2: Don't you?",0,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: I'm not sure I'm ready for that.",I'd be happy to help you with this.,0.18113625049591064,0.8075963258743286,0.8439236879348755,0.8253604769706726,4.5,"[4, 5]",1
"Person1: Now Tom, you simply cannot go to Philadelphia tonight. That's all there is to it.
Person2: But I have to go, dear. It's a very important banker's meeting.
Person1: I don't care whether it's important or not. You said you were going out with me, and if you hadn't promised so faithfully, I wouldn't have gone and planned the whole thing.
Person2: Listen, it isn't so terribly important. We can go to the theatre any time.
Person1: The theatre?
Person2: That's what it was you planned, wasn't it?
Person1: Yes, of course.
Person2: You can take some of the girls. You can take Mildred - or Gwynn
Person1: The girls!  I don't suppose it ever occurred to you that I might go out and find myself an attractive young man . . .",1,"You are Person3 in the following dialogue. Generate a natural response as Person3.  
  
Dialogue:  
Person1: Now Tom, you simply cannot go to Philadelphia tonight.",I'd be happy to help you with this.,0.0862240344285965,0.8102235794067383,0.8377124667167664,0.8237387537956238,4.5,"[4, 5]",1
"Person1: Morning.
Person2: Dad, I'm sorry.
Person1: You should be.
Person2: I was irresponsible, I should have called.
Person1: You bet you should have called.  You still live at home.  Don't make me call the police at three-thirty in the morning, don't make me call hospitals.
Person2: Dad, I'm so sorry.  I know this is a bad time.
Person1: You've always called before, always.  Now I'm not asking what you did, I just want to know that you're alright.
Person2: I'm fine.
Person1: Do you wanna make things easier on me?  Now tell me where you were because this is, this is bullshit.  You can say anything to me, I hope you still know that.
Person2: I know that.",1,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: Morning.",I'd be happy to help you with this.,0.15331695973873138,0.8043913245201111,0.831125020980835,0.8175396919250488,4.5,"[4, 5]",1
"Person1: It's all your fault. Both you little bastards. I was a fool to believe you would bring me any peace. The day your Da left us when you were almost too young to remember, he said the two of you would do me right and make me proud, but he was wrong and I got nothin' ta live for.
Person2: Mother, what are you sayin'? You're talkin' crazy here.",1,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: It's all your fault.",I'd be happy to help you with this.,0.14360757172107697,0.8069018125534058,0.8381195068359375,0.8222144246101379,4.5,"[4, 5]",1
"Person1: Liar.  She hates surprises.  What are you ordering?
Person2: I haven't decided.
Person1: Well, don't over-do it.  I don't want people saying, 'There goes that famous actor with the big, fat girlfriend.""",1,You are Person2 in the following dialogue. Generate a natural response,I'd be happy to help you with this.,0.18285749852657318,0.859856128692627,0.8475812673568726,0.853674590587616,4.5,"[4, 5]",1
"Person1: Get me out of here.
Person2: Where do you want to go?
Person1: Take me home.
Person2: Home?  This is your home. You're dead.
Person1: Dead? No. I just hurt my back. I'm not dead.
Person2: What are you then?
Person1: I'm alive.
Person2: Then what are you doing here?
Person1: I don't know. I don't know.  This isn't happening.
Person2: What isn't happening?
Person1: Let me out of here!
Person2: There is no out of here. You've been killed. Don't you remember?",0,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: Get me out of here.",I'd be happy to help you with this.,0.12182920426130295,0.8072919845581055,0.8346328735351562,0.8207347989082336,4.5,"[4, 5]",1
"Person1: You see, Rose? Now that's the kind of dress you ought to wear.
Person2: Yeah, it's kinda nice.
Person1: You look very pretty in it, Rose. Really, you do.
Person2: Well, you're real sweet to make it for me.  There never was nobody like you. And you don't need to worry, I ain't goin' out no more.
Person1: Well, there's no reason you shouldn't go out, Rose... in moderation.
Person2: I don't want to. When I was lyin' there in that hospital bed at death's door I says to myself, I ain't goin' out no more. If I ever get outta this, I'll just stay home.",1,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: You see, Rose? Now that's the kind of dress you ought to wear.",I'd be happy to help you with this.,0.06429491937160492,0.803329348564148,0.8360855579376221,0.8193802237510681,4.5,"[4, 5]",1
"Person1: You walk out that door and you lose your share of the money.
Person2: Yeah, whatever.
Person1: I mean it!
Person2: Adios.",1,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: You walk out that door and you lose your share of the money.",I'd be happy to help you with this.,0.11454829573631287,0.8151393532752991,0.8373206853866577,0.8260810971260071,4.5,"[4, 5]",1
"Person1: What time is it?
Person2: Hang loose.  We got all night.
Person1: That maid saw us.  She could identify us too.
Person2: You still want to go home, Moose?
Person1: No.
Person2: Then shut your mouth before your guts run out!",1,"You are Person1 in the following dialogue. Generate a natural response as Person1.  
  
Dialogue:  
Person1: What time is it?
Person2: Hang loose.",I'd be happy to help you with this.,0.10192430019378662,0.7995975017547607,0.8282595276832581,0.8136761784553528,4.5,"[4, 5]",1
